area,fraud_ip
Пенза,5.8.16.120
Екатеринбург,5.8.16.121
Тюмень,5.8.16.122
Липецк,5.8.16.123
Барнаул,5.8.16.124
Омск,5.8.16.125
Иваново,5.8.16.126
Санкт-Петербург,5.8.16.127
Вологда,5.8.16.128
Самара,5.8.16.129
Челябинск,5.8.16.130
Оренбург,5.8.16.131
Комсомольск-на-Амуре,5.8.16.132
Пермь,5.8.16.133
Чита,5.8.16.134
Калининград,5.8.16.135
Саратов,5.8.16.136
Братск,5.8.16.137
Красноярск,5.8.16.138
Ярославль,5.8.16.139
Казань,5.8.16.140
Смоленск,5.8.16.141
Курск,5.8.16.142
Нижний Новгород,5.8.16.143
Курган,5.8.16.144
Кострома,5.8.16.145
Волжский,5.8.16.146
Череповец,5.8.16.147
Владивосток,5.8.16.148
Архангельск,5.8.16.149
Новосибирск,5.8.16.150
Владикавказ,5.8.16.151
Уфа,5.8.16.152
Чебоксары,5.8.16.153
Ижевск,5.8.16.154
Орёл,5.8.16.155
Волгоград,5.8.16.156
Ставрополь,5.8.16.157
Томск,5.8.16.158
Нижний Тагил,5.8.16.159
Саранск,5.8.16.160
Тольятти,5.8.16.161
Якутск,5.8.16.162
Киров,5.8.16.163
Улан-Удэ,5.8.16.164
Тула,5.8.16.165
Севастополь,5.8.16.166
Брянск,5.8.16.167
Таганрог,5.8.16.168
Сочи,5.8.16.169
Грозный,5.8.16.170
Йошкар-Ола,5.8.16.171
Белгород,5.8.16.172
Нижневартовск,5.8.16.173
Магнитогорск,5.8.16.174
Краснодар,5.8.16.175
Воронеж,5.8.16.176
Мурманск,5.8.16.177
Кемерово,5.8.16.178
Иркутск,5.8.16.179
Тверь,5.8.16.180
Симферополь,5.8.16.181
Сургут,5.8.16.182
Тамбов,5.8.16.183
Стерлитамак,5.8.16.184
Набережные Челны,5.8.16.185
Астрахань,5.8.16.186
Владимир,5.8.16.187
Новокузнецк,5.8.16.188
Рязань,5.8.16.189
Москва,5.8.16.190
Ростов-на-Дону,5.8.16.191
Петрозаводск,5.8.16.192
Ульяновск,5.8.16.193
Махачкала,5.8.16.194
Хабаровск,5.8.16.195
Калуга,5.8.16.196
Пенза,5.8.16.197
Екатеринбург,5.8.16.198
Тюмень,5.8.16.199
Липецк,5.8.16.200
Барнаул,5.8.16.201
Омск,5.8.16.202
Иваново,5.8.16.203
Санкт-Петербург,5.8.16.204
Вологда,5.8.16.205
Самара,5.8.16.206
Челябинск,5.8.16.207
Оренбург,5.8.16.208
Комсомольск-на-Амуре,5.8.16.209
Пермь,5.8.16.210
Чита,5.8.16.211
Калининград,5.8.16.212
Саратов,5.8.16.213
Братск,5.8.16.214
Красноярск,5.8.16.215
Ярославль,5.8.16.216
Казань,5.8.16.217
Смоленск,5.8.16.218
Курск,5.8.16.219
Нижний Новгород,5.8.16.220
Курган,5.8.16.221
Кострома,5.8.16.222
Волжский,5.8.16.223
Череповец,5.8.16.224
Владивосток,5.8.16.225
Архангельск,5.8.16.226
Новосибирск,5.8.16.227
Владикавказ,5.8.16.228
Уфа,5.8.16.229
Чебоксары,5.8.16.230
Ижевск,5.8.16.231
Орёл,5.8.16.232
Волгоград,5.8.16.233
Ставрополь,5.8.16.234
Томск,5.8.16.235
Нижний Тагил,5.8.16.236
Саранск,5.8.16.237
Тольятти,5.8.16.238
Якутск,5.8.16.239
Киров,5.8.16.240
Улан-Удэ,5.8.16.241
Тула,5.8.16.242
Севастополь,5.8.16.243
Брянск,5.8.16.244
Таганрог,5.8.16.245
Сочи,5.8.16.246
Грозный,5.8.16.247
Йошкар-Ола,5.8.16.248
Белгород,5.8.16.249
Нижневартовск,5.8.16.250
Магнитогорск,5.8.16.251
Краснодар,5.8.16.252
Воронеж,5.8.16.253
Мурманск,5.8.16.254
Кемерово,5.8.17.1
Иркутск,5.8.17.2
Тверь,5.8.17.3
Симферополь,5.8.17.4
Сургут,5.8.17.5
Тамбов,5.8.17.6
Стерлитамак,5.8.17.7
Набережные Челны,5.8.17.8
Астрахань,5.8.17.9
Владимир,5.8.17.10
Новокузнецк,5.8.17.11
Рязань,5.8.17.12
Москва,5.8.17.13
Ростов-на-Дону,5.8.17.14
Петрозаводск,5.8.17.15
Ульяновск,5.8.17.16
Махачкала,5.8.17.17
Хабаровск,5.8.17.18
Калуга,5.8.17.19
Пенза,5.8.17.20
Екатеринбург,5.8.17.21
Тюмень,5.8.17.22
Липецк,5.8.17.23
Барнаул,5.8.17.24
Омск,5.8.17.25
Иваново,5.8.17.26
Санкт-Петербург,5.8.17.27
Вологда,5.8.17.28
Самара,5.8.17.29
Челябинск,5.8.17.30
Оренбург,5.8.17.31
Комсомольск-на-Амуре,5.8.17.32
Пермь,5.8.17.33
Чита,5.8.17.34
Калининград,5.8.17.35
Саратов,5.8.17.36
Братск,5.8.17.37
Красноярск,5.8.17.38
Ярославль,5.8.17.39
Казань,5.8.17.40
Смоленск,5.8.17.41
Курск,5.8.17.42
Нижний Новгород,5.8.17.43
Курган,5.8.17.44
Кострома,5.8.17.45
Волжский,5.8.17.46
Череповец,5.8.17.47
Владивосток,5.8.17.48
Архангельск,5.8.17.49
Новосибирск,5.8.17.50
Владикавказ,5.8.17.51
Уфа,5.8.17.52
Чебоксары,5.8.17.53
Ижевск,5.8.17.54
Орёл,5.8.17.55
Волгоград,5.8.17.56
Ставрополь,5.8.17.57
Томск,5.8.17.58
Нижний Тагил,5.8.17.59
Саранск,5.8.17.60
Тольятти,5.8.17.61
Якутск,5.8.17.62
Киров,5.8.17.63
Улан-Удэ,5.8.17.64
Тула,5.8.17.65
Севастополь,5.8.17.66
Брянск,5.8.17.67
Таганрог,5.8.17.68
Сочи,5.8.17.69
Грозный,5.8.17.70
Йошкар-Ола,5.8.17.71
Белгород,5.8.17.72
Нижневартовск,5.8.17.73
Магнитогорск,5.8.17.74
Краснодар,5.8.17.75
Воронеж,5.8.17.76
Мурманск,5.8.17.77
Кемерово,5.8.17.78
Иркутск,5.8.17.79
Тверь,5.8.17.80
Симферополь,5.8.17.81
Сургут,5.8.17.82
Тамбов,5.8.17.83
Стерлитамак,5.8.17.84
Набережные Челны,5.8.17.85
Астрахань,5.8.17.86
Владимир,5.8.17.87
Новокузнецк,5.8.17.88
Рязань,5.8.17.89
Москва,5.8.17.90
Ростов-на-Дону,5.8.17.91
Петрозаводск,5.8.17.92
Ульяновск,5.8.17.93
Махачкала,5.8.17.94
Хабаровск,5.8.17.95
Калуга,5.8.17.96
Пенза,5.8.17.97
Екатеринбург,5.8.17.98
Тюмень,5.8.17.99
Липецк,5.8.17.100
Барнаул,5.8.17.101
Омск,5.8.17.102
Иваново,5.8.17.103
Санкт-Петербург,5.8.17.104
Вологда,5.8.17.105
Самара,5.8.17.106
Челябинск,5.8.17.107
Оренбург,5.8.17.108
Комсомольск-на-Амуре,5.8.17.109
Пермь,5.8.17.110
Чита,5.8.17.111
Калининград,5.8.17.112
Саратов,5.8.17.113
Братск,5.8.17.114
Красноярск,5.8.17.115
Ярославль,5.8.17.116
Казань,5.8.17.117
Смоленск,5.8.17.118
Курск,5.8.17.119
Нижний Новгород,5.8.17.120
Курган,5.8.17.121
Кострома,5.8.17.122
Волжский,5.8.17.123
Череповец,5.8.17.124
Владивосток,5.8.17.125
Архангельск,5.8.17.126
Новосибирск,5.8.17.127
Владикавказ,5.8.17.128
Уфа,5.8.17.129
Чебоксары,5.8.17.130
Ижевск,5.8.17.131
Орёл,5.8.17.132
Волгоград,5.8.17.133
Ставрополь,5.8.17.134
Томск,5.8.17.135
Нижний Тагил,5.8.17.136
Саранск,5.8.17.137
Тольятти,5.8.17.138
Якутск,5.8.17.139
Киров,5.8.17.140
Улан-Удэ,5.8.17.141
Тула,5.8.17.142
Севастополь,5.8.17.143
Брянск,5.8.17.144
Таганрог,5.8.17.145
Сочи,5.8.17.146
Грозный,5.8.17.147
Йошкар-Ола,5.8.17.148
Белгород,5.8.17.149
Нижневартовск,5.8.17.150
Магнитогорск,5.8.17.151
Краснодар,5.8.17.152
Воронеж,5.8.17.153
Мурманск,5.8.17.154
Кемерово,5.8.17.155
Иркутск,5.8.17.156
Тверь,5.8.17.157
Симферополь,5.8.17.158
Сургут,5.8.17.159
Тамбов,5.8.17.160
Стерлитамак,5.8.17.161
Набережные Челны,5.8.17.162
Астрахань,5.8.17.163
Владимир,5.8.17.164
Новокузнецк,5.8.17.165
Рязань,5.8.17.166
Москва,5.8.17.167
Ростов-на-Дону,5.8.17.168
Петрозаводск,5.8.17.169
Ульяновск,5.8.17.170
Махачкала,5.8.17.171
Хабаровск,5.8.17.172
Калуга,5.8.17.173
Пенза,5.8.17.174
Екатеринбург,5.8.17.175
Тюмень,5.8.17.176
Липецк,5.8.17.177
Барнаул,5.8.17.178
Омск,5.8.17.179
Иваново,5.8.17.180
Санкт-Петербург,5.8.17.181
Вологда,5.8.17.182
Самара,5.8.17.183
Челябинск,5.8.17.184
Оренбург,5.8.17.185
Комсомольск-на-Амуре,5.8.17.186
Пермь,5.8.17.187
Чита,5.8.17.188
Калининград,5.8.17.189
Саратов,5.8.17.190
Братск,5.8.17.191
Красноярск,5.8.17.192
Ярославль,5.8.17.193
Казань,5.8.17.194
Смоленск,5.8.17.195
Курск,5.8.17.196
Нижний Новгород,5.8.17.197
Курган,5.8.17.198
Кострома,5.8.17.199
Волжский,5.8.17.200
Череповец,5.8.17.201
Владивосток,5.8.17.202
Архангельск,5.8.17.203
Новосибирск,5.8.17.204
Владикавказ,5.8.17.205
Уфа,5.8.17.206
Чебоксары,5.8.17.207
Ижевск,5.8.17.208
Орёл,5.8.17.209
Волгоград,5.8.17.210
Ставрополь,5.8.17.211
Томск,5.8.17.212
Нижний Тагил,5.8.17.213
Саранск,5.8.17.214
Тольятти,5.8.17.215
Якутск,5.8.17.216
Киров,5.8.17.217
Улан-Удэ,5.8.17.218
Тула,5.8.17.219
Севастополь,5.8.17.220
Брянск,5.8.17.221
Таганрог,5.8.17.222
Сочи,5.8.17.223
Грозный,5.8.17.224
Йошкар-Ола,5.8.17.225
Белгород,5.8.17.226
Нижневартовск,5.8.17.227
Магнитогорск,5.8.17.228
Краснодар,5.8.17.229
Воронеж,5.8.17.230
Мурманск,5.8.17.231
Кемерово,5.8.17.232
Иркутск,5.8.17.233
Тверь,5.8.17.234
Симферополь,5.8.17.235
Сургут,5.8.17.236
Тамбов,5.8.17.237
Стерлитамак,5.8.17.238
Набережные Челны,5.8.17.239
Астрахань,5.8.17.240
Владимир,5.8.17.241
Новокузнецк,5.8.17.242
Рязань,5.8.17.243
Москва,5.8.17.244
Ростов-на-Дону,5.8.17.245
Петрозаводск,5.8.17.246
Ульяновск,5.8.17.247
Махачкала,5.8.17.248
Хабаровск,5.8.17.249
Калуга,5.8.17.250
Пенза,5.8.17.251
Екатеринбург,5.8.17.252
Тюмень,5.8.17.253
Липецк,5.8.17.254
Барнаул,5.8.19.1
Омск,5.8.19.2
Иваново,5.8.19.3
Санкт-Петербург,5.8.19.4
Вологда,5.8.19.5
Самара,5.8.19.6
Челябинск,5.8.19.7
Оренбург,5.8.19.8
Комсомольск-на-Амуре,5.8.19.9
Пермь,5.8.19.10
Чита,5.8.19.11
Калининград,5.8.19.12
Саратов,5.8.19.13
Братск,5.8.19.14
Красноярск,5.8.19.15
Ярославль,5.8.19.16
Казань,5.8.19.17
Смоленск,5.8.19.18
Курск,5.8.19.19
Нижний Новгород,5.8.19.20
Курган,5.8.19.21
Кострома,5.8.19.22
Волжский,5.8.19.23
Череповец,5.8.19.24
Владивосток,5.8.19.25
Архангельск,5.8.19.26
Новосибирск,5.8.19.27
Владикавказ,5.8.19.28
Уфа,5.8.19.29
Чебоксары,5.8.19.30
Ижевск,5.8.19.31
Орёл,5.8.19.32
Волгоград,5.8.19.33
Ставрополь,5.8.19.34
Томск,5.8.19.35
Нижний Тагил,5.8.19.36
Саранск,5.8.19.37
Тольятти,5.8.19.38
Якутск,5.8.19.39
Киров,5.8.19.40
Улан-Удэ,5.8.19.41
Тула,5.8.19.42
Севастополь,5.8.19.43
Брянск,5.8.19.44
Таганрог,5.8.19.45
Сочи,5.8.19.46
Грозный,5.8.19.47
Йошкар-Ола,5.8.19.48
Белгород,5.8.19.49
Нижневартовск,5.8.19.50
Магнитогорск,5.8.19.51
Краснодар,5.8.19.52
Воронеж,5.8.19.53
Мурманск,5.8.19.54
Кемерово,5.8.19.55
Иркутск,5.8.19.56
Тверь,5.8.19.57
Симферополь,5.8.19.58
Сургут,5.8.19.59
Тамбов,5.8.19.60
Стерлитамак,5.8.19.61
Набережные Челны,5.8.19.62
Астрахань,5.8.19.63
Владимир,5.8.19.64
Новокузнецк,5.8.19.65
Рязань,5.8.19.66
Москва,5.8.19.67
Ростов-на-Дону,5.8.19.68
Петрозаводск,5.8.19.69
Ульяновск,5.8.19.70
Махачкала,5.8.19.71
Хабаровск,5.8.19.72
Калуга,5.8.19.73
Пенза,5.8.19.74
Екатеринбург,5.8.19.75
Тюмень,5.8.19.76
Липецк,5.8.19.77
Барнаул,5.8.19.78
Омск,5.8.19.79
Иваново,5.8.19.80
Санкт-Петербург,5.8.19.81
Вологда,5.8.19.82
Самара,5.8.19.83
Челябинск,5.8.19.84
Оренбург,5.8.19.85
Комсомольск-на-Амуре,5.8.19.86
Пермь,5.8.19.87
Чита,5.8.19.88
Калининград,5.8.19.89
Саратов,5.8.19.90
Братск,5.8.19.91
Красноярск,5.8.19.92
Ярославль,5.8.19.93
Казань,5.8.19.94
Смоленск,5.8.19.95
Курск,5.8.19.96
Нижний Новгород,5.8.19.97
Курган,5.8.19.98
Кострома,5.8.19.99
Волжский,5.8.19.100
Череповец,5.8.19.101
Владивосток,5.8.19.102
Архангельск,5.8.19.103
Новосибирск,5.8.19.104
Владикавказ,5.8.19.105
Уфа,5.8.19.106
Чебоксары,5.8.19.107
Ижевск,5.8.19.108
Орёл,5.8.19.109
Волгоград,5.8.19.110
Ставрополь,5.8.19.111
Томск,5.8.19.112
Нижний Тагил,5.8.19.113
Саранск,5.8.19.114
Тольятти,5.8.19.115
Якутск,5.8.19.116
Киров,5.8.19.117
Улан-Удэ,5.8.19.118
Тула,5.8.19.119
Севастополь,5.8.19.120
Брянск,5.8.19.121
Таганрог,5.8.19.122
Сочи,5.8.19.123
Грозный,5.8.19.124
Йошкар-Ола,5.8.19.125
Белгород,5.8.19.126
Нижневартовск,5.8.19.127
Магнитогорск,5.8.19.128
Краснодар,5.8.19.129
Воронеж,5.8.19.130
Мурманск,5.8.19.131
Кемерово,5.8.19.132
Иркутск,5.8.19.133
Тверь,5.8.19.134
Симферополь,5.8.19.135
Сургут,5.8.19.136
Тамбов,5.8.19.137
Стерлитамак,5.8.19.138
Набережные Челны,5.8.19.139
Астрахань,5.8.19.140
Владимир,5.8.19.141
Новокузнецк,5.8.19.142
Рязань,5.8.19.143
Москва,5.8.19.144
Ростов-на-Дону,5.8.19.145
Петрозаводск,5.8.19.146
Ульяновск,5.8.19.147
Махачкала,5.8.19.148
Хабаровск,5.8.19.149
Калуга,5.8.19.150
Пенза,5.8.19.151
Екатеринбург,5.8.19.152
Тюмень,5.8.19.153
Липецк,5.8.19.154
Барнаул,5.8.19.155
Омск,5.8.19.156
Иваново,5.8.19.157
Санкт-Петербург,5.8.19.158
Вологда,5.8.19.159
Самара,5.8.19.160
Челябинск,5.8.19.161
Оренбург,5.8.19.162
Комсомольск-на-Амуре,5.8.19.163
Пермь,5.8.19.164
Чита,5.8.19.165
Калининград,5.8.19.166
Саратов,5.8.19.167
Братск,5.8.19.168
Красноярск,5.8.19.169
Ярославль,5.8.19.170
Казань,5.8.19.171
Смоленск,5.8.19.172
Курск,5.8.19.173
Нижний Новгород,5.8.19.174
Курган,5.8.19.175
Кострома,5.8.19.176
Волжский,5.8.19.177
Череповец,5.8.19.178
Владивосток,5.8.19.179
Архангельск,5.8.19.180
Новосибирск,5.8.19.181
Владикавказ,5.8.19.182
Уфа,5.8.19.183
Чебоксары,5.8.19.184
Ижевск,5.8.19.185
Орёл,5.8.19.186
Волгоград,5.8.19.187
Ставрополь,5.8.19.188
Томск,5.8.19.189
Нижний Тагил,5.8.19.190
Саранск,5.8.19.191
Тольятти,5.8.19.192
Якутск,5.8.19.193
Киров,5.8.19.194
Улан-Удэ,5.8.19.195
Тула,5.8.19.196
Севастополь,5.8.19.197
Брянск,5.8.19.198
Таганрог,5.8.19.199
Сочи,5.8.19.200
Грозный,5.8.19.201
Йошкар-Ола,5.8.19.202
Белгород,5.8.19.203
Нижневартовск,5.8.19.204
Магнитогорск,5.8.19.205
Краснодар,5.8.19.206
Воронеж,5.8.19.207
Мурманск,5.8.19.208
Кемерово,5.8.19.209
Иркутск,5.8.19.210
Тверь,5.8.19.211
Симферополь,5.8.19.212
Сургут,5.8.19.213
Тамбов,5.8.19.214
Стерлитамак,5.8.19.215
Набережные Челны,5.8.19.216
Астрахань,5.8.19.217
Владимир,5.8.19.218
